# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)n_ncdm[0]          13:(.)rho_ncdm[0]        14:(.)p_ncdm[0]          15:(.)rho_lambda         16:(.)rho_ur             17:(.)rho_crit           18:(.)rho_dcdm           19:gr.fac. D             20:gr.fac. f          
       4.401709158101e+09       3.901153472984e-17       1.052976131177e-04       4.180256154822e+13       1.461294607765e+04       3.319834534600e-06       6.432193859143e+13       6.079360286219e-05       1.032914669512e+27       2.090626962524e+20       9.489047578632e+16       2.822972189704e-33       2.682381568654e+03       8.921440129172e+02       4.385135802907e-08       7.145382339730e+26       1.747454151993e+27       1.039349759681e+21       4.050615184389e-02       9.969174357745e-02 
       4.371111378407e+09       3.955960771599e-17       1.060346967279e-04       4.122341391001e+13       1.461294607691e+04       3.343073376202e-06       6.387481488345e+13       6.121915798995e-05       1.004492186964e+27       2.047331344297e+20       9.292535150223e+16       2.764510145360e-33       2.608611711941e+03       8.675819136824e+02       4.385135802907e-08       6.948764447807e+26       1.699369854396e+27       1.017825455630e+21       4.053432027151e-02       9.962246601666e-02 
       4.340726294302e+09       4.011538057815e-17       1.067769389920e-04       4.065228999101e+13       1.461294607617e+04       3.366474889694e-06       6.343079928465e+13       6.164769200231e-05       9.768517995265e+26       2.004932352102e+20       9.100092375189e+16       2.707258814546e-33       2.536871193137e+03       8.436958718343e+02       4.385135802907e-08       6.757556846554e+26       1.652608681513e+27       9.967469068793e+20       4.056248869942e-02       9.955328468204e-02 
       4.310552427266e+09       4.067896149184e-17       1.075243781088e-04       4.008907862774e+13       1.461294607542e+04       3.390040213779e-06       6.298987018952e+13       6.207922575144e-05       9.499719864645e+26       1.963411417356e+20       8.911634973474e+16       2.651193124120e-33       2.467104179368e+03       8.204672818168e+02       4.385135802907e-08       6.571610662211e+26       1.607134225221e+27       9.761048821070e+20       4.059065712761e-02       9.948419937331e-02 
       4.280588309057e+09       4.125046015235e-17       1.082770486391e-04       3.953367019680e+13       1.461294607467e+04       3.413770495130e-06       6.255200614272e+13       6.251378023548e-05       9.238318192224e+26       1.922750356021e+20       8.727080410409e+16       2.596288520186e-33       2.399256373988e+03       7.978780500754e+02       4.385135802907e-08       6.390781117542e+26       1.562911079229e+27       9.558903411660e+20       4.061882555610e-02       9.941520989076e-02 
       4.250832481640e+09       4.182998779607e-17       1.090349869628e-04       3.898595659357e+13       1.461294607391e+04       3.437666888448e-06       6.211718583805e+13       6.295137659956e-05       8.984109451309e+26       1.882931360641e+20       8.546347860570e+16       2.704761586415e-33       2.560352102081e+03       8.515433597923e+02       4.385135802907e-08       6.214927419115e+26       1.519904811515e+27       9.360944311250e+20       4.064699398488e-02       9.934631603521e-02 
       4.221283497115e+09       4.241765722216e-17       1.097982312785e-04       3.844583121113e+13       1.461294607315e+04       3.461730556517e-06       6.168538811742e+13       6.339203613682e-05       8.736895715610e+26       1.843936992538e+20       8.369358172378e+16       2.648747612069e-33       2.489938548961e+03       8.280989647891e+02       4.385135802907e-08       6.043912647678e+26       1.478081937515e+27       9.167084823915e+20       4.067516241396e-02       9.927751760807e-02 
       4.191939917646e+09       4.301358281448e-17       1.105668197852e-04       3.791318891955e+13       1.461294607238e+04       3.485962670261e-06       6.125659196983e+13       6.383578028944e-05       8.496484505128e+26       1.805750174183e+20       8.196033833436e+16       2.593893653208e-33       2.421462000891e+03       8.052998643809e+02       4.385135802907e-08       5.877603651557e+26       1.437409894050e+27       8.977240049153e+20       4.070333084333e-02       9.920881441126e-02 
       4.162800315393e+09       4.361788056388e-17       1.113407870434e-04       3.738792604540e+13       1.461294607160e+04       3.510364408799e-06       6.083077653031e+13       6.428263064973e-05       8.262688636295e+26       1.768354181707e+20       8.026298936579e+16       2.599145025594e-33       2.437402795125e+03       8.106178474014e+02       4.385135802907e-08       5.715870942983e+26       1.397857013976e+27       8.791326844697e+20       4.073149927300e-02       9.914020624727e-02 
       4.133863272441e+09       4.423066809077e-17       1.121201712522e-04       3.686994035157e+13       1.461294607083e+04       3.534936959505e-06       6.040792107896e+13       6.473260896111e-05       8.035326076230e+26       1.731732637587e+20       7.860079146636e+16       2.574752619638e-33       2.411544463239e+03       8.020135686681e+02       4.385135802907e-08       5.558588597272e+26       1.359392501529e+27       8.609263790108e+20       4.075966770298e-02       9.907169291914e-02 
       4.105127380731e+09       4.485206466799e-17       1.129050124291e-04       3.635913101740e+13       1.461294607004e+04       3.559681518063e-06       5.998800503988e+13       6.518573711921e-05       7.814219801012e+26       1.695869503466e+20       7.697301667873e+16       2.603304185902e-33       2.460175193204e+03       8.182196020430e+02       4.385135802907e-08       5.405634154782e+26       1.321986408340e+27       8.430971151113e+20       4.078783613326e-02       9.900327423043e-02 
       4.076591241991e+09       4.548219124405e-17       1.136953487730e-04       3.585539861901e+13       1.461294606925e+04       3.584599288529e-06       5.957100798021e+13       6.564203717296e-05       7.599197657844e+26       1.660749073132e+20       7.537895212109e+16       2.549391332872e-33       2.392516781127e+03       7.956926252307e+02       4.385135802907e-08       5.256888525565e+26       1.285609610128e+27       8.256370844689e+20       4.081600456385e-02       9.893494998528e-02 
       4.048253467672e+09       4.612117046669e-17       1.144912148447e-04       3.535864511000e+13       1.461294606845e+04       3.609691483386e-06       5.915690960914e+13       6.610153132559e-05       7.390092231024e+26       1.626355965640e+20       7.381789967501e+16       2.496594982376e-33       2.326719581214e+03       7.737856921379e+02       4.385135802907e-08       5.112235896646e+26       1.250233784015e+27       8.085386404866e+20       4.084417299474e-02       9.886671998833e-02 
       4.020112678875e+09       4.676912670668e-17       1.152926543000e-04       3.486877380233e+13       1.461294606765e+04       3.634959323605e-06       5.874568977690e+13       6.656424193578e-05       7.186740711588e+26       1.592675118574e+20       7.228917567963e+16       2.581140985062e-33       2.454157461434e+03       8.162402377115e+02       4.385135802907e-08       4.971563641849e+26       1.215831386478e+27       7.917942949234e+20       4.087234142595e-02       9.879858404480e-02 
       3.992167506286e+09       4.742618608212e-17       1.160997016996e-04       3.438568934749e+13       1.461294606685e+04       3.660404038703e-06       5.833732847378e+13       6.703019151870e-05       6.988984770549e+26       1.559691781451e+20       7.079211063233e+16       2.527687118496e-33       2.386664093983e+03       7.937679007678e+02       4.385135802907e-08       4.834762234105e+26       1.182375631902e+27       7.753967146158e+20       4.090050985747e-02       9.873054196042e-02 
       3.964416590110e+09       4.809247648290e-17       1.169124006992e-04       3.390929771800e+13       1.461294606603e+04       3.686026866804e-06       5.793180582917e+13       6.749940274716e-05       6.796670435625e+26       1.527391509265e+20       6.932604889547e+16       2.475340249134e-33       2.321027404886e+03       7.719141015207e+02       4.385135802907e-08       4.701725160182e+26       1.149840471728e+27       7.593387182651e+20       4.092867828931e-02       9.866259354145e-02 
       3.936858580004e+09       4.876812759568e-17       1.177307858597e-04       3.343950618904e+13       1.461294606521e+04       3.711829054699e-06       5.752910211060e+13       6.797189845263e-05       6.609647971354e+26       1.495760156153e+20       6.789034840926e+16       2.424077451732e-33       2.257196311616e+03       7.506618173979e+02       4.385135802907e-08       4.572348837745e+26       1.118200574167e+27       7.436132732935e+20       4.095684672147e-02       9.859473859471e-02 
       3.909492135014e+09       4.945327092906e-17       1.185549026559e-04       3.297622332046e+13       1.461294606439e+04       3.737811857908e-06       5.712919772273e+13       6.844770162645e-05       6.427771762513e+26       1.464783869206e+20       6.648438041059e+16       2.373876275817e-33       2.195121137170e+03       7.299944942668e+02       4.385135802907e-08       4.446532534711e+26       1.087431304481e+27       7.282134927631e+20       4.098501515395e-02       9.852697692753e-02 
       3.882315923504e+09       5.014803983920e-17       1.193847856484e-04       3.251935893892e+13       1.461294606356e+04       3.763976540736e-06       5.673207320648e+13       6.892683542086e-05       6.250900200738e+26       1.434449082402e+20       6.510752915766e+16       2.506267128442e-33       2.389220953557e+03       7.946518978105e+02       4.385135802907e-08       4.324178290822e+26       1.057508705799e+27       7.131326323607e+20       4.101318358676e-02       9.845930834777e-02 
       3.855328623097e+09       5.085256955578e-17       1.202204803121e-04       3.206882412041e+13       1.461294606273e+04       3.790324376342e-06       5.633770923802e+13       6.940932315019e-05       6.078895574273e+26       1.404742510660e+20       6.375919166030e+16       2.454363854099e-33       2.323513258156e+03       7.727739811436e+02       4.385135802907e-08       4.205190841367e+26       1.028409480466e+27       6.983640874435e+20       4.104135201989e-02       9.839173266384e-02 
       3.828528920608e+09       5.156699720834e-17       1.210620230268e-04       3.162453117289e+13       1.461294606188e+04       3.816856646794e-06       5.594608662782e+13       6.989518829196e-05       5.911623960744e+26       1.375651144027e+20       6.243877741588e+16       2.403535465132e-33       2.259613121641e+03       7.514982402368e+02       4.385135802907e-08       4.089477543016e+26       1.000110971905e+27       6.839013901471e+20       4.106952045335e-02       9.832424968466e-02 
       3.801915511979e+09       5.229146185294e-17       1.219094574481e-04       3.118639361922e+13       1.461294606104e+04       3.843574643137e-06       5.555718631978e+13       7.038445448803e-05       5.748955122891e+26       1.347162241978e+20       6.114570815077e+16       2.353759701316e-33       2.197470812863e+03       7.308081028216e+02       4.385135802907e-08       3.976948301683e+26       9.725911469730e+26       6.697382065524e+20       4.109768888715e-02       9.825685921966e-02 
       3.775487102218e+09       5.302610449923e-17       1.227628217748e-04       3.075432618038e+13       1.461294606018e+04       3.870479665452e-06       5.517098939024e+13       7.087714554576e-05       5.590762407162e+26       1.319263327836e+20       5.987941756699e+16       2.305014763423e-33       2.137037969017e+03       7.106874526773e+02       4.385135802907e-08       3.867515502381e+26       9.458285788089e+26       6.558683339121e+20       4.112585732128e-02       9.818956107882e-02 
       3.749242405335e+09       5.377106813792e-17       1.236221614818e-04       3.032824475880e+13       1.461294605932e+04       3.897573022921e-06       5.478747704711e+13       7.137328543916e-05       5.436922645103e+26       1.291942183309e+20       5.863935109429e+16       2.257279303672e-33       2.078267557991e+03       6.911206170819e+02       4.385135802907e-08       3.761093941006e+26       9.198024301495e+26       6.422856979340e+20       4.115402575574e-02       9.812235507263e-02 
       3.723180144280e+09       5.452649776859e-17       1.244875165867e-04       2.990806642205e+13       1.461294605846e+04       3.924856033889e-06       5.440663062890e+13       7.187289831005e-05       5.287316057459e+26       1.265186843139e+20       5.742496564719e+16       2.429076537601e-33       2.327630278859e+03       7.741843871703e+02       4.385135802907e-08       3.657600757996e+26       8.944924371060e+26       6.289843501207e+20       4.118219419055e-02       9.805524101208e-02 
       3.697299050879e+09       5.529254042790e-17       1.253589289263e-04       2.949370938669e+13       1.461294605759e+04       3.952330025931e-06       5.402843160387e+13       7.237600846924e-05       5.141826160914e+26       1.238985589859e+20       5.623572938721e+16       2.378771833641e-33       2.263616075211e+03       7.528700852927e+02       4.385135802907e-08       3.556955373816e+26       8.698788933862e+26       6.159584651647e+20       4.121036262570e-02       9.798821870872e-02 
       3.671597865773e+09       5.606934521825e-17       1.262364421564e-04       2.908509300229e+13       1.461294605671e+04       3.979996335915e-06       5.365286156908e+13       7.288264039774e-05       5.000339677397e+26       1.213326948666e+20       5.507112148992e+16       2.329508909634e-33       2.201362849097e+03       7.321424443818e+02       4.385135802907e-08       3.459079426221e+26       8.459426349519e+26       6.032023383971e+20       4.123853106119e-02       9.792128797457e-02 
       3.646075338359e+09       5.685706333677e-17       1.271200962947e-04       2.868213773583e+13       1.461294605583e+04       4.007856310066e-06       5.327990224953e+13       7.339281874791e-05       4.862746445885e+26       1.188199682392e+20       5.393063191685e+16       2.281266190947e-33       2.140822150885e+03       7.119853191696e+02       4.385135802907e-08       3.363896709243e+26       8.226650250970e+26       5.907103832891e+20       4.126669949703e-02       9.785444862220e-02 
       3.620730226727e+09       5.765584810476e-17       1.280099368159e-04       2.828476515614e+13       1.461294605494e+04       4.035911304033e-06       5.290953549725e+13       7.390656834466e-05       4.728939336631e+26       1.163592786584e+20       5.281376119210e+16       2.234022549746e-33       2.081946864027e+03       6.923830086852e+02       4.385135802907e-08       3.271333113854e+26       8.000279399378e+26       5.784771290058e+20       4.129486793322e-02       9.778770046466e-02 
       3.595561297599e+09       5.846585499752e-17       1.289060073759e-04       2.789289791867e+13       1.461294605404e+04       4.064162682955e-06       5.254174329041e+13       7.442391418669e-05       4.598814167754e+26       1.139495484686e+20       5.172002018364e+16       2.187757295741e-33       2.024691168377e+03       6.733202440288e+02       4.385135802907e-08       3.181316570272e+26       7.780137543011e+26       5.664972180097e+20       4.132303636977e-02       9.772104331554e-02 
       3.570567326269e+09       5.928724167465e-17       1.298083479924e-04       2.750645975043e+13       1.461294605314e+04       4.092611821526e-06       5.217650773248e+13       7.494488144771e-05       4.472269624122e+26       1.115897223315e+20       5.064892988904e+16       2.142450167127e-33       1.969010504521e+03       6.547821764820e+02       4.385135802907e-08       3.093776991840e+26       7.566053280019e+26       5.547654037147e+20       4.135120480667e-02       9.765447698892e-02 
       3.545747096548e+09       6.012016801067e-17       1.307170059590e-04       2.712537543515e+13       1.461294605223e+04       4.121260104065e-06       5.181381105132e+13       7.546949547761e-05       4.349207178468e+26       1.092787667646e+20       4.960002122574e+16       2.098081321706e-33       1.914861539084e+03       6.367543659454e+02       4.385135802907e-08       3.008646220459e+26       7.357859924976e+26       5.432765481884e+20       4.137937324393e-02       9.758800129939e-02 
       3.521099400698e+09       6.096479612619e-17       1.316320249316e-04       2.674957079862e+13       1.461294605131e+04       4.150108924578e-06       5.145363559833e+13       7.599778180375e-05       4.229531014679e+26       1.070156696878e+20       4.857283482560e+16       2.297691228776e-33       2.201692805091e+03       7.322968575985e+02       4.385135802907e-08       2.925857973524e+26       7.155395379102e+26       5.320256199020e+20       4.140754168156e-02       9.752161606204e-02 
       3.496623039377e+09       6.182129041948e-17       1.325534503849e-04       2.637897269427e+13       1.461294605039e+04       4.179159686832e-06       5.109596384759e+13       7.652976613218e-05       4.113147953193e+26       1.047994399808e+20       4.756692083369e+16       2.250107434987e-33       2.141142117194e+03       7.121357741925e+02       4.385135802907e-08       2.845347792312e+26       6.958502004052e+26       5.210076915263e+20       4.143571011955e-02       9.745532109248e-02 
       3.472316821581e+09       6.268981759839e-17       1.334813241556e-04       2.601350898895e+13       1.461294604946e+04       4.208413804419e-06       5.074077839502e+13       7.706547434887e-05       3.999967378448e+26       1.026291070488e+20       4.658183871133e+16       2.203509072748e-33       2.082257128411e+03       6.925296102309e+02       4.385135802907e-08       2.767052991798e+26       6.767026499182e+26       5.102179377743e+20       4.146387855790e-02       9.738911620681e-02 
       3.448179564584e+09       6.357054671288e-17       1.344156917185e-04       2.565310854884e+13       1.461294604853e+04       4.237872700825e-06       5.038806195752e+13       7.760493252104e-05       3.889901168331e+26       1.005037203974e+20       4.561715704312e+16       2.157875734369e-33       2.024992010497e+03       6.734630939919e+02       4.385135802907e-08       2.690912611843e+26       6.580819782184e+26       4.996516332878e+20       4.149204699663e-02       9.732300122163e-02 
       3.424210093881e+09       6.446364918790e-17       1.353566021862e-04       2.529770122564e+13       1.461294604759e+04       4.267537809504e-06       5.003779737211e+13       7.814816689832e-05       3.782863625565e+26       9.842234921630e+19       4.467245334800e+16       2.113187434790e-33       1.969302196163e+03       6.549213740120e+02       4.385135802907e-08       2.616867369739e+26       6.399736873016e+26       4.893041505678e+20       4.152021543573e-02       9.725697595404e-02 
       3.400407243134e+09       6.536929885671e-17       1.363040973956e-04       2.494721784292e+13       1.461294604664e+04       4.297410573939e-06       4.968996759514e+13       7.869520391413e-05       3.678771410986e+26       9.638408197181e+19       4.374731389425e+16       2.069424602831e-33       1.915144344382e+03       6.368900075212e+02       4.385135802907e-08       2.544859614045e+26       6.223636781019e+26       4.791709579480e+20       4.154838387521e-02       9.719104022164e-02 
       3.376769854110e+09       6.628767199479e-17       1.372582264594e-04       2.460159018263e+13       1.461294604569e+04       4.327492447723e-06       4.934455570142e+13       7.924607018691e-05       3.577543478656e+26       9.438802600748e+19       4.284133351828e+16       2.026568072616e-33       1.862476306644e+03       6.193549491970e+02       4.385135802907e-08       2.474833279701e+26       6.052382395142e+26       4.692476176103e+20       4.157655231506e-02       9.712519384251e-02 
       3.353296776628e+09       6.721894735410e-17       1.382190348522e-04       2.426075097186e+13       1.461294604473e+04       4.357784894620e-06       4.900154488344e+13       7.980079252143e-05       3.479101012759e+26       9.243330715328e+19       4.195411544720e+16       1.984599075187e-33       1.811257094144e+03       6.023025402271e+02       4.385135802907e-08       2.406733844379e+26       5.885840377188e+26       4.595297836410e+20       4.160472075530e-02       9.705943663525e-02 
       3.329986868503e+09       6.816330619787e-17       1.391865662299e-04       2.392463386971e+13       1.461294604376e+04       4.388289388642e-06       4.866091845048e+13       8.035939791008e-05       3.383367366237e+26       9.051906934268e+19       4.108527112504e+16       2.207803214985e-33       2.132164067794e+03       7.091950227945e+02       4.385135802907e-08       2.340508286027e+26       5.723881057997e+26       4.500132001276e+20       4.163288919592e-02       9.699376841892e-02 
       3.306838995490e+09       6.912093233591e-17       1.401608733431e-04       2.359317345438e+13       1.461294604278e+04       4.419007414119e-06       4.832265982788e+13       8.092191353422e-05       3.290268001110e+26       8.864447423780e+19       4.023442004258e+16       2.162080947518e-33       2.073525061867e+03       6.896701194716e+02       4.385135802907e-08       2.276105041592e+26       5.566378336486e+26       4.406936992952e+20       4.166105763693e-02       9.692818901309e-02 
       3.283852031226e+09       7.009201216038e-17       1.411419980286e-04       2.326630521047e+13       1.461294604180e+04       4.449940465770e-06       4.798675255619e+13       8.148836676547e-05       3.199730430446e+26       8.680870086221e+19       3.940118957072e+16       2.117305560519e-33       2.016499173187e+03       6.706826229306e+02       4.385135802907e-08       2.213473966867e+26       5.413209581466e+26       4.315671996807e+20       4.168922607834e-02       9.686269823783e-02 
       3.261024857180e+09       7.107673468205e-17       1.421299930371e-04       2.294396551637e+13       1.461294604082e+04       4.481090048780e-06       4.765318029035e+13       8.205878516704e-05       3.111684161918e+26       8.501094524140e+19       3.858521479729e+16       2.073457444667e-33       1.961042020095e+03       6.522177434408e+02       4.385135802907e-08       2.152566297454e+26       5.264255536165e+26       4.226297043458e+20       4.171739452013e-02       9.679729591366e-02 
       3.238356362597e+09       7.207529156710e-17       1.431249020243e-04       2.262609163194e+13       1.461294603982e+04       4.512457678867e-06       4.732192679895e+13       8.263319649509e-05       3.026060642920e+26       8.325042005070e+19       3.778613836724e+16       2.030517396738e-33       1.907110442083e+03       6.342610982654e+02       4.385135802907e-08       2.093334610794e+26       5.119400225370e+26       4.138772991264e+20       4.174556296233e-02       9.673198186161e-02 
       3.215845444441e+09       7.308787717444e-17       1.441267759219e-04       2.231262168624e+13       1.461294603882e+04       4.544044882361e-06       4.699297596341e+13       8.321162870007e-05       2.942793207195e+26       8.152635427045e+19       3.700361032610e+16       1.988466611195e-33       1.854662466202e+03       6.167987004624e+02       4.385135802907e-08       2.035732789243e+26       4.978530865134e+26       4.053061509182e+20       4.177373140492e-02       9.666675590319e-02 
       3.193491007344e+09       7.411468859351e-17       1.451356638427e-04       2.200349466553e+13       1.461294603781e+04       4.575853196276e-06       4.666631177716e+13       8.379410992810e-05       2.861817022924e+26       7.983799284835e+19       3.623728796675e+16       1.947286671953e-33       1.803657274376e+03       5.998169479924e+02       4.385135802907e-08       1.979715984167e+26       4.841537774959e+26       3.969125059984e+20       4.180189984792e-02       9.660161786040e-02 
       3.171291963554e+09       7.515592568266e-17       1.461516130803e-04       2.169865040135e+13       1.461294603679e+04       4.607884168385e-06       4.634191834494e+13       8.438066852229e-05       2.783069042253e+26       7.818459636875e+19       3.548683567935e+16       1.906959544312e-33       1.754055171632e+03       5.833026131277e+02       4.385135802907e-08       1.925240581020e+26       4.708314292401e+26       3.886926883814e+20       4.183006829133e-02       9.653656755570e-02 
       3.149247232878e+09       7.621179110807e-17       1.471746745665e-04       2.139802955887e+13       1.461294603577e+04       4.640139357295e-06       4.601977988197e+13       8.497133302418e-05       2.706487952199e+26       7.656544072888e+19       3.475192480432e+16       1.867467567061e-33       1.705817555193e+03       5.672428321519e+02       4.385135802907e-08       1.872264165390e+26       4.578756690022e+26       3.806430982089e+20       4.185823673515e-02       9.647160481205e-02 
       3.127355742635e+09       7.728249038315e-17       1.482048955950e-04       2.110157362528e+13       1.461294603474e+04       4.672620332523e-06       4.569988071317e+13       8.556613217508e-05       2.632014126918e+26       7.497981682169e+19       3.403223348842e+16       1.828793444741e-33       1.658906884427e+03       5.516250953427e+02       4.385135802907e-08       1.820745489971e+26       4.452764094630e+26       3.727602101737e+20       4.188640517937e-02       9.640672945286e-02 
       3.105616427596e+09       7.836823190857e-17       1.492423307354e-04       2.080922489843e+13       1.461294603370e+04       4.705328674574e-06       4.538220527246e+13       8.616509491751e-05       2.559589581274e+26       7.342703022529e+19       3.332744654380e+16       2.059523830093e-33       1.989024718280e+03       6.615845365974e+02       4.385135802907e-08       1.770644442452e+26       4.330238408735e+26       3.650405719755e+20       4.191457362402e-02       9.634194130204e-02 
       3.084028229941e+09       7.946922701284e-17       1.502870254626e-04       2.052092647562e+13       1.461294603266e+04       4.738265975016e-06       4.506673810194e+13       8.676825039657e-05       2.489157925697e+26       7.190640089887e+19       3.263725530995e+16       2.016872338879e-33       1.934322342832e+03       6.433704023138e+02       4.385135802907e-08       1.721922014281e+26       4.211084234177e+26       3.574808028091e+20       4.194274206909e-02       9.627724018397e-02 
       3.062590099202e+09       8.058568999340e-17       1.513390343462e-04       2.023662224246e+13       1.461294603161e+04       4.771433836557e-06       4.475346385118e+13       8.737562796137e-05       2.420664322276e+26       7.041726288485e+19       3.196135751854e+16       1.975104134217e-33       1.881124790780e+03       6.256575969654e+02       4.385135802907e-08       1.674540270298e+26       4.095208797842e+26       3.500775918836e+20       4.197091051458e-02       9.621262592349e-02 
       3.041300992211e+09       8.171783815836e-17       1.523984083178e-04       1.995625686204e+13       1.461294603055e+04       4.804833873124e-06       4.444236727644e+13       8.798725716649e-05       2.354055442061e+26       6.895896401721e+19       3.129945716105e+16       1.934200923777e-33       1.829390659952e+03       6.084323237038e+02       4.385135802907e-08       1.628462319195e+26       3.982521879435e+26       3.428276969727e+20       4.199907896049e-02       9.614809834591e-02 
       3.020159873054e+09       8.286589186879e-17       1.534651964903e-04       1.967977576405e+13       1.461294602948e+04       4.838467709944e-06       4.413343323996e+13       8.860316777337e-05       2.289279423545e+26       6.753086563592e+19       3.065126435908e+16       1.894144794053e-33       1.779079687345e+03       5.916811653519e+02       4.385135802907e-08       1.583652284794e+26       3.872935741233e+26       3.357279429946e+20       4.202724740684e-02       9.608365727704e-02 
       2.999165713018e+09       8.403007458162e-17       1.545394534332e-04       1.940712513426e+13       1.461294602841e+04       4.872336983617e-06       4.382664670919e+13       8.922338975178e-05       2.226285832281e+26       6.613234230719e+19       3.001649523747e+16       1.854918202515e-33       1.730152717791e+03       5.753910739562e+02       4.385135802907e-08       1.540075278114e+26       3.766365059770e+26       3.287752206215e+20       4.205541585362e-02       9.601930254311e-02 
       2.978317490539e+09       8.521061289310e-17       1.556212282594e-04       1.913825190400e+13       1.461294602732e+04       4.906443342202e-06       4.352199275610e+13       8.984795328128e-05       2.165025621616e+26       6.476278154960e+19       2.939487179993e+16       1.816503969931e-33       1.682571673466e+03       5.595493606264e+02       4.385135802907e-08       1.497697370206e+26       3.662726859408e+26       3.219664849178e+20       4.208358430083e-02       9.595503397085e-02 
       2.957614191156e+09       8.640773658296e-17       1.567105773574e-04       1.887310373979e+13       1.461294602624e+04       4.940788445292e-06       4.321945655640e+13       9.047688875270e-05       2.105451094502e+26       6.342158356583e+19       2.878612180730e+16       1.778885272839e-33       1.636299524248e+03       5.441436856548e+02       4.385135802907e-08       1.456485565737e+26       3.561940447730e+26       3.152987540069e+20       4.211175274849e-02       9.589085138745e-02 
       2.937054807458e+09       8.762167865909e-17       1.578075516591e-04       1.861162903326e+13       1.461294602514e+04       4.975373964100e-06       4.291902338887e+13       9.111022676959e-05       2.047515866363e+26       6.210816098003e+19       2.818997865833e+16       1.742045636180e-33       1.591300258892e+03       5.291620489078e+02       4.385135802907e-08       1.416407777298e+26       3.463927352715e+26       3.087691077650e+20       4.213992119659e-02       9.582675462055e-02 
       2.916638339040e+09       8.885267540289e-17       1.589122039150e-04       1.835377689098e+13       1.461294602403e+04       5.010201581535e-06       4.262067863463e+13       9.174799814972e-05       1.991174828973e+26       6.082193858051e+19       2.760618127293e+16       1.705968926085e-33       1.547538856991e+03       5.145927804812e+02       4.385135802907e-08       1.377432800424e+26       3.368611261639e+26       3.023746865421e+20       4.216808964513e-02       9.576274349825e-02 
       2.896363792447e+09       9.010096641530e-17       1.600245886948e-04       1.809949712466e+13       1.461294602292e+04       5.045272992288e-06       4.232440777639e+13       9.239023392660e-05       1.936384115340e+26       5.956235306791e+19       2.703447397781e+16       1.934389575098e-33       1.874713500351e+03       6.235718774921e+02       4.385135802907e-08       1.339530289295e+26       3.275917961656e+26       2.961126899100e+20       4.219625809413e-02       9.569881784913e-02 
       2.876230181134e+09       9.136679466340e-17       1.611447605683e-04       1.784874024132e+13       1.461294602180e+04       5.080589902912e-06       4.203019639780e+13       9.303696535097e-05       1.883101065553e+26       5.832885280841e+19       2.647460639452e+16       1.894329538515e-33       1.823154734805e+03       6.064043333948e+02       4.385135802907e-08       1.302670733109e+26       3.185775282020e+26       2.899803754357e+20       4.222442654358e-02       9.563497750222e-02 
       2.856236525411e+09       9.265040652771e-17       1.622727741051e-04       1.760145743366e+13       1.461294602067e+04       5.116154031905e-06       4.173803018272e+13       9.368822389232e-05       1.831284193562e+26       5.712089759223e+19       2.592633332981e+16       1.855099121028e-33       1.773014316869e+03       5.897093108293e+02       4.385135802907e-08       1.266825433110e+26       3.098113037890e+26       2.839750574801e+20       4.225259499348e-02       9.557122228698e-02 
       2.836381852399e+09       9.395205185016e-17       1.634086820559e-04       1.735760057060e+13       1.461294601954e+04       5.151967109797e-06       4.144789491451e+13       9.434404124041e-05       1.780893154878e+26       5.593795839700e+19       2.538941466821e+16       1.816681141728e-33       1.724253223539e+03       5.734738057553e+02       4.385135802907e-08       1.231966480234e+26       3.012862975687e+26       2.780941060224e+20       4.228076344385e-02       9.550755203337e-02 
       2.816665195982e+09       9.527198398269e-17       1.645525426284e-04       1.711712218788e+13       1.461294601839e+04       5.188030879230e-06       4.115977647538e+13       9.500444930687e-05       1.731888715166e+26       5.477951715606e+19       2.486361526691e+16       1.779058775511e-33       1.676833505521e+03       5.576851719866e+02       4.385135802907e-08       1.198066733389e+26       2.929958719948e+26       2.723349455076e+20       4.230893189469e-02       9.544396657177e-02 
       2.797085596759e+09       9.661045983659e-17       1.657044103922e-04       1.687997547880e+13       1.461294601724e+04       5.224347095043e-06       4.087366084566e+13       9.566948022667e-05       1.684232719689e+26       5.364506653162e+19       2.434870485277e+16       1.742215545714e-33       1.630718257692e+03       5.423311113435e+02       4.385135802907e-08       1.165099798316e+26       2.849335721650e+26       2.666950537191e+20       4.233710034599e-02       9.538046573302e-02 
       2.777642102000e+09       9.796773993250e-17       1.668643417361e-04       1.664611428518e+13       1.461294601608e+04       5.260917524363e-06       4.058953410313e+13       9.633916635974e-05       1.637888063610e+26       5.253410969255e+19       2.384445792146e+16       1.706135316892e-33       1.585871590363e+03       5.273996640766e+02       4.385135802907e-08       1.133040007042e+26       2.770931207951e+26       2.611719606738e+20       4.236526879776e-02       9.531704934842e-02 
