# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)n_ncdm[0]          13:(.)rho_ncdm[0]        14:(.)p_ncdm[0]          15:(.)rho_lambda         16:(.)rho_ur             17:(.)rho_crit           18:(.)rho_dcdm           19:gr.fac. D             20:gr.fac. f          
       2.002469336957e+08       1.884958525847e-14       2.314580899110e-03       8.651575796718e+10       1.461294386836e+04       7.297461951452e-05       2.926197216520e+12       1.336322790754e-03       4.424279741825e+21       1.968385455870e+16       8.934211401005e+12       1.232550368741e-34       1.146998529582e+02       3.814493837600e+01       4.385135802907e-08       3.060579084251e+21       7.484976376636e+21       9.785777124185e+16       5.298489067428e-02       7.621578915187e-02 
       1.988549490074e+08       1.911440238863e-14       2.330782903300e-03       8.531714215944e+10       1.461294385216e+04       7.348544178368e-05       2.905856219182e+12       1.345677005704e-03       4.302537819954e+21       1.927621384156e+16       8.749189289018e+12       1.207024996426e-34       1.115454929593e+02       3.709472617684e+01       4.385135802907e-08       2.976361810142e+21       7.279014746254e+21       9.583119601356e+16       5.301306019748e-02       7.617531383700e-02 
       1.974726404787e+08       1.938293991999e-14       2.347098317841e-03       8.413513237434e+10       1.461294383585e+04       7.399983980778e-05       2.885656619045e+12       1.355096699533e-03       4.184145843454e+21       1.887701511694e+16       8.567998872978e+12       1.182028239121e-34       1.084779053484e+02       3.607342078918e+01       4.385135802907e-08       2.894461924022e+21       7.078720499649e+21       9.384658993159e+16       5.304122972939e-02       7.613488168020e-02 
       1.960999408476e+08       1.965525012016e-14       2.363527941270e-03       8.296949854630e+10       1.461294381942e+04       7.451783861709e-05       2.865597433209e+12       1.364582330583e-03       4.069011632624e+21       1.848608355628e+16       8.390560800782e+12       1.157549149529e-34       1.054947027840e+02       3.508022667328e+01       4.385135802907e-08       2.814815658842e+21       6.883937689024e+21       9.190308384031e+16       5.306939927006e-02       7.609449261400e-02 
       1.947367833191e+08       1.993138599104e-14       2.380072570304e-03       8.182001379712e+10       1.461294380287e+04       7.503946341709e-05       2.845677685607e+12       1.374134360407e-03       3.957045544253e+21       1.810324795162e+16       8.216797363660e+12       1.303341127028e-34       1.264516027189e+02       4.206083924447e+01       4.385135802907e-08       2.737361002217e+21       6.694514657761e+21       8.999982658382e+16       5.309756881957e-02       7.605414657111e-02 
       1.933831015629e+08       2.021140127917e-14       2.396733010755e-03       8.068645439188e+10       1.461294378621e+04       7.556473958971e-05       2.825896406955e+12       1.383753253786e-03       3.848160401819e+21       1.772834064060e+16       8.046632462146e+12       1.276349720923e-34       1.229739000840e+02       4.090286440466e+01       4.385135802907e-08       2.662037648142e+21       6.510303922333e+21       8.813598463309e+16       5.312573837798e-02       7.601384348440e-02 
       1.920388297096e+08       2.049535048615e-14       2.413510073893e-03       7.956859969534e+10       1.461294376944e+04       7.609369269452e-05       2.806252634708e+12       1.393439478756e-03       3.742271427619e+21       1.736119743307e+16       7.879991572744e+12       1.249917290502e-34       1.195918668107e+02       3.977676178493e+01       4.385135802907e-08       2.588786950040e+21       6.331162057478e+21       8.631074172103e+16       5.315390794537e-02       7.597358328688e-02 
       1.907039023480e+08       2.078328887926e-14       2.430404574625e-03       7.846623212905e+10       1.461294375254e+04       7.662634847006e-05       2.786745413014e+12       1.403193506630e-03       3.639296176759e+21       1.700165753915e+16       7.716801715298e+12       1.224032259716e-34       1.163028707465e+02       3.868165424532e+01       4.385135802907e-08       2.517551875097e+21       6.156949584529e+21       8.452329848489e+16       5.318207752180e-02       7.593336591170e-02 
       1.893782545210e+08       2.107527250223e-14       2.447417336953e-03       7.737913712892e+10       1.461294373553e+04       7.716273283500e-05       2.767373792662e+12       1.413015812018e-03       3.539154472964e+21       1.664956349880e+16       7.556991421026e+12       1.198683292249e-34       1.131043521623e+02       3.761668878360e+01       4.385135802907e-08       2.448276959860e+21       5.987530862817e+21       8.277287211628e+16       5.321024710733e-02       7.589319129217e-02 
       1.880618217237e+08       2.137135818616e-14       2.464549186698e-03       7.630710310356e+10       1.461294371840e+04       7.770287188944e-05       2.748136831041e+12       1.422906872853e-03       3.441768346148e+21       1.630476111293e+16       7.400490701219e+12       1.173859286556e-34       1.099938217595e+02       3.658103587104e+01       4.385135802907e-08       2.380908267051e+21       5.822773984057e+21       8.105869601829e+16       5.323841670204e-02       7.585305936177e-02 
       1.867545398992e+08       2.167160356053e-14       2.481800958776e-03       7.524992139300e+10       1.461294370114e+04       7.824679191621e-05       2.729033592093e+12       1.432867170413e-03       3.347061971714e+21       1.596709937576e+16       7.247231016594e+12       1.149549370996e-34       1.069688587321e+02       3.557388880649e+01       4.385135802907e-08       2.315393343572e+21       5.662550669653e+21       7.938001946975e+16       5.326658630601e-02       7.581297005410e-02 
       1.854563454359e+08       2.197606706446e-14       2.499173493561e-03       7.420738622814e+10       1.461294368377e+04       7.879451938209e-05       2.710063146265e+12       1.442897189346e-03       3.254961611513e+21       1.563643040880e+16       7.097145247276e+12       1.125742899073e-34       1.040271088821e+02       3.459446308823e+01       4.385135802907e-08       2.251681179665e+21       5.506736170813e+21       7.773610729648e+16       5.329475591929e-02       7.577292330294e-02 
       1.841671751645e+08       2.228480795810e-14       2.516667633245e-03       7.317929469068e+10       1.461294366628e+04       7.934608093914e-05       2.691224570469e+12       1.452997417692e-03       3.165395556431e+21       1.531260939600e+16       6.950167663398e+12       1.102429444775e-34       1.011662827866e+02       3.364199580303e+01       4.385135802907e-08       2.189722169195e+21       5.355209171425e+21       7.612623954932e+16       5.332292554196e-02       7.573291904219e-02 
       1.828869663547e+08       2.259788633409e-14       2.534284230933e-03       7.216544667360e+10       1.461294364866e+04       7.990150342599e-05       2.672516948029e+12       1.463168346906e-03       3.078294070558e+21       1.499549452038e+16       6.806233896323e+12       1.079598798004e-34       9.838415401573e+01       3.271574503216e+01       4.385135802907e-08       2.129468071031e+21       5.207851693601e+21       7.454971118882e+16       5.335109517409e-02       7.569295720593e-02 
       1.816156567125e+08       2.291536312935e-14       2.552024145189e-03       7.116564484227e+10       1.461294363092e+04       8.046081386912e-05       2.653939368645e+12       1.473410471883e-03       2.993589336892e+21       1.468494690190e+16       6.665280910447e+12       1.057240960109e-34       9.567855739912e+01       3.181498927362e+01       4.385135802907e-08       2.070871971480e+21       5.064549005816e+21       7.300583177646e+16       5.337926481576e-02       7.565303772836e-02 
       1.803531843766e+08       2.323730013686e-14       2.569888236394e-03       7.017969459596e+10       1.461294361306e+04       8.102403948422e-05       2.635490928343e+12       1.483724290985e-03       2.911215404536e+21       1.438083053663e+16       6.527246975597e+12       1.198574987197e-34       1.158738391968e+02       3.854184301290e+01       4.385135802907e-08       2.013888247762e+21       4.925189533582e+21       7.149392517229e+16       5.340743446703e-02       7.561316054386e-02 
       1.790994879159e+08       2.356376001775e-14       2.587877375845e-03       6.920740403003e+10       1.461294359507e+04       8.159120767748e-05       2.617170729434e+12       1.494110306059e-03       2.831108137350e+21       1.408301223723e+16       6.392071639992e+12       1.173753224400e-34       1.126870606174e+02       3.748074568227e+01       4.385135802907e-08       1.958472532493e+21       4.789664772576e+21       7.001332923881e+16       5.343560412799e-02       7.557332558693e-02 
       1.778545063264e+08       2.389480631344e-14       2.605992438475e-03       6.824858389857e+10       1.461294357695e+04       8.216234604691e-05       2.598977880467e+12       1.504569022466e-03       2.753205164013e+21       1.379136157455e+16       6.259695703772e+12       1.149445505288e-34       1.095879480988e+02       3.644885415987e+01       4.385135802907e-08       1.904581679131e+21       4.657869204161e+21       6.856339555098e+16       5.346377379869e-02       7.553353279224e-02 
       1.766181790279e+08       2.423050345804e-14       2.624234304676e-03       6.730304757753e+10       1.461294355871e+04       8.273748238376e-05       2.580911496190e+12       1.515100949105e-03       2.677445829461e+21       1.350575082058e+16       6.130061193072e+12       1.125641184326e-34       1.065740896856e+02       3.544536468598e+01       4.385135802907e-08       1.852173728392e+21       4.529700213223e+21       6.714348911226e+16       5.349194347923e-02       7.549378209460e-02 
       1.753904458616e+08       2.457091679092e-14       2.642603862114e-03       6.637061102840e+10       1.461294354034e+04       8.331664467375e-05       2.562970697504e+12       1.525706598436e-03       2.603771147663e+21       1.322605489245e+16       6.003111334628e+12       1.102329836444e-34       1.036431397873e+02       3.446949561931e+01       4.385135802907e-08       1.801207875574e+21       4.405058008283e+21       6.575298807650e+16       5.352011316967e-02       7.545407342896e-02 
       1.741712470868e+08       2.491611256934e-14       2.661102007551e-03       6.545109276244e+10       1.461294352184e+04       8.389986109856e-05       2.545154611421e+12       1.536386486508e-03       2.532123755695e+21       1.295215129772e+16       5.878790530917e+12       1.079501252468e-34       1.007928173517e+02       3.352048682834e+01       4.385135802907e-08       1.751644438789e+21       4.283845543797e+21       6.439128347560e+16       5.354828287009e-02       7.541440673043e-02 
       1.729605233779e+08       2.526615798144e-14       2.679729637748e-03       6.454431380529e+10       1.461294350322e+04       8.448716003711e-05       2.527462371020e+12       1.547141132979e-03       2.462447869072e+21       1.268392008065e+16       5.757044335808e+12       1.057145434649e-34       9.802090408948e+01       3.259759909939e+01       4.385135802907e-08       1.703444828069e+21       4.165968444596e+21       6.305777895284e+16       5.357645258056e-02       7.537478193426e-02 
       1.717582158219e+08       2.562112115926e-14       2.698487658563e-03       6.365009766219e+10       1.461294348446e+04       8.507857006698e-05       2.509893115409e+12       1.557971061148e-03       2.394689238321e+21       1.242124376975e+16       5.637819430714e+12       1.035252592287e-34       9.532524274705e+01       3.170011356104e+01       4.385135802907e-08       1.656571515314e+21       4.051334932406e+21       6.175189050166e+16       5.360462230116e-02       7.533519897586e-02 
       1.705642659152e+08       2.598107119201e-14       2.717376986766e-03       6.276827028357e+10       1.461294346557e+04       8.567411996578e-05       2.492445989678e+12       1.568876797975e-03       2.328795106739e+21       1.216400732627e+16       5.521063601247e+12       1.013813137440e-34       9.270373542706e+01       3.082733112435e+01       4.385135802907e-08       1.610988005078e+21       3.939855754392e+21       6.047304620994e+16       5.363279203197e-02       7.529565779076e-02 
       1.693786155610e+08       2.634607813955e-14       2.736398537309e-03       6.189866003124e+10       1.461294344655e+04       8.627383871259e-05       2.475120144860e+12       1.579858874108e-03       2.264714169317e+21       1.191209809384e+16       5.406725714344e+12       9.928176807271e-35       9.015434195524e+01       2.997857193848e+01       4.385135802907e-08       1.566658806154e+21       3.831444113662e+21       5.922068600951e+16       5.366096177307e-02       7.525615831467e-02 
       1.682012070663e+08       2.671621304597e-14       2.755553237876e-03       6.104109764490e+10       1.461294342739e+04       8.687775548932e-05       2.457914737892e+12       1.590917823911e-03       2.202396532796e+21       1.166540574916e+16       5.294755695878e+12       1.125993657831e-34       1.092564196569e+02       3.634132470486e+01       4.385135802907e-08       1.523549403936e+21       3.726015601694e+21       5.799426143087e+16       5.368913152453e-02       7.521670048342e-02 
       1.670319831391e+08       2.709154795348e-14       2.774842021608e-03       6.019541620929e+10       1.461294340810e+04       8.748589968217e-05       2.440828931567e+12       1.602054185486e-03       2.141793676817e+21       1.142382225363e+16       5.185104508728e+12       1.102675010400e-34       1.062516227699e+02       3.534081363279e+01       4.385135802907e-08       1.481626233549e+21       3.623488132610e+21       5.679323536299e+16       5.371730128644e-02       7.517728423299e-02 
       1.658708868856e+08       2.747215591636e-14       2.794265823468e-03       5.936145112162e+10       1.461294338868e+04       8.809830088302e-05       2.423861894502e+12       1.613268500705e-03       2.082858416146e+21       1.118724180608e+16       5.077724131302e+12       1.079839278045e-34       1.033294859168e+02       3.436784073021e+01       4.385135802907e-08       1.440856653717e+21       3.523781879264e+21       5.561708181810e+16       5.374547105887e-02       7.513790949952e-02 
       1.647178618077e+08       2.785811101526e-14       2.813825591147e-03       5.853904005958e+10       1.461294336912e+04       8.871498889091e-05       2.407012801091e+12       1.624561315230e-03       2.025544863933e+21       1.095556079642e+16       4.972567536503e+12       1.057476459886e-34       1.004877348707e+02       3.342164813249e+01       4.385135802907e-08       1.401208921344e+21       3.426819211097e+21       5.446528570130e+16       5.377364084190e-02       7.509857621928e-02 
       1.635728517998e+08       2.824948837155e-14       2.833522275978e-03       5.772802294972e+10       1.461294334942e+04       8.933599371348e-05       2.390280831468e+12       1.635933178545e-03       1.969808395989e+21       1.072867776026e+16       4.869588671141e+12       1.035576762157e-34       9.772415797992e+01       3.250149883044e+01       4.385135802907e-08       1.362652166804e+21       3.332524633683e+21       5.333734258500e+16       5.380181063562e-02       7.505928432869e-02 
       1.624358011466e+08       2.864636416199e-14       2.853356836567e-03       5.692824193632e+10       1.461294332959e+04       8.996134556841e-05       2.373665171464e+12       1.647384643976e-03       1.915605616036e+21       1.050649333446e+16       4.768742435757e+12       1.014130593914e-34       9.503660444608e+01       3.160667609638e+01       4.385135802907e-08       1.325156369903e+21       3.240824729960e+21       5.223275848799e+16       5.382998044010e-02       7.502003376431e-02 
       1.613066545197e+08       2.904881563351e-14       2.873330238799e-03       5.613954135062e+10       1.461294330962e+04       9.059107488490e-05       2.357165012573e+12       1.658916268727e-03       1.862894321923e+21       1.028891021365e+16       4.669984664874e+12       9.931285628363e-35       9.242298264958e+01       3.073648292608e+01       4.385135802907e-08       1.288692336506e+21       3.151648103058e+21       5.115104965914e+16       5.385815025544e-02       7.498082446287e-02 
       1.601853569756e+08       2.945692111830e-14       2.893443452194e-03       5.536176768059e+10       1.461294328950e+04       9.122521230517e-05       2.340779551906e+12       1.670528613899e-03       1.811633472766e+21       1.007583310759e+16       4.573272107659e+12       9.725614711115e-35       8.988125852128e+01       2.989024149599e+01       4.385135802907e-08       1.253231675805e+21       3.064925320720e+21       5.009174236547e+16       5.388632008170e-02       7.494165636120e-02 
       1.590718539527e+08       2.987076004900e-14       2.913697457188e-03       5.459476954098e+10       1.461294326925e+04       9.186378868592e-05       2.324507992157e+12       1.682222244522e-03       1.761783156995e+21       9.867168699448e+15       4.478562408973e+12       9.524203114091e-35       8.740945395904e+01       2.906729263545e+01       4.385135802907e-08       1.218746778218e+21       2.980588861233e+21       4.905437268477e+16       5.391448991897e-02       7.490252939631e-02 
       1.579660912685e+08       3.029041297420e-14       2.934093237855e-03       5.383839764390e+10       1.461294324885e+04       9.250683509986e-05       2.308349541563e+12       1.693997729581e-03       1.713304561276e+21       9.662825604913e+15       4.385814090828e+12       9.326962629349e-35       8.500564528763e+01       2.826699531336e+01       4.385135802907e-08       1.185210793889e+21       2.898573060862e+21       4.803848630234e+16       5.394265976734e-02       7.486344350533e-02 
       1.568680151174e+08       3.071596157410e-14       2.954631789180e-03       5.309250476972e+10       1.461294322831e+04       9.315438283719e-05       2.292303413862e+12       1.705855642042e-03       1.666159940294e+21       9.462714332199e+15       4.294986534222e+12       9.133806875677e-35       8.266796176121e+01       2.748872613909e+01       4.385135802907e-08       1.152597611781e+21       2.818814062723e+21       4.704363831208e+16       5.397082962690e-02       7.482439862556e-02 
       1.557775720677e+08       3.114748867643e-14       2.975314107971e-03       5.235694573848e+10       1.461294320763e+04       9.380646340716e-05       2.276368828261e+12       1.717796558884e-03       1.620312587362e+21       9.266747242837e+15       4.206039961346e+12       1.029043271445e-34       9.919769734628e+01       3.299463108541e+01       4.385135802907e-08       1.120881839353e+21       2.741249767062e+21       4.606939302163e+16       5.399899949772e-02       7.478539469441e-02 
       1.546947090590e+08       3.158507827253e-14       2.996141201947e-03       5.163157738156e+10       1.461294318680e+04       9.446310853957e-05       2.260545009392e+12       1.729821061124e-03       1.575726805845e+21       9.074838513299e+15       4.118935418164e+12       1.007732407806e-34       9.646955674635e+01       3.208625161897e+01       4.385135802907e-08       1.090038782782e+21       2.665819782908e+21       4.511532376155e+16       5.402716937990e-02       7.474643164947e-02 
       1.536193734000e+08       3.202881553372e-14       3.017114082468e-03       5.091625851389e+10       1.461294316583e+04       9.512435018635e-05       2.244831187278e+12       1.741929733844e-03       1.532367881364e+21       8.886904097410e+15       4.033634757358e+12       9.868628792571e-35       9.381646527695e+01       3.120287456937e+01       4.385135802907e-08       1.060044427739e+21       2.592465381053e+21       4.418101269845e+16       5.405533927351e-02       7.470750942843e-02 
       1.525515127654e+08       3.247878682791e-14       3.038233773623e-03       5.021084990637e+10       1.461294314471e+04       9.579022052306e-05       2.229226597293e+12       1.754123166223e-03       1.490202054764e+21       8.702861689541e+15       3.950100621614e+12       9.664255460143e-35       9.123635811394e+01       3.034381185598e+01       4.385135802907e-08       1.030875420694e+21       2.521129448320e+21       4.326605065205e+16       5.408350917865e-02       7.466862796915e-02 
       1.514910751938e+08       3.293507973634e-14       3.059501299504e-03       4.951521425889e+10       1.461294312344e+04       9.646075195053e-05       2.213730480129e+12       1.766401951565e-03       1.449196495839e+21       8.522630688560e+15       3.868296427269e+12       9.464114575748e-35       8.872722724651e+01       2.950839433324e+01       4.385135802907e-08       1.002509050729e+21       2.451756443104e+21       4.237003691592e+16       5.411167909541e-02       7.462978720963e-02 
       1.504380090849e+08       3.339778307069e-14       3.080917698753e-03       4.882921617350e+10       1.461294310203e+04       9.713597709635e-05       2.198342081753e+12       1.778766687325e-03       1.409319277760e+21       8.346132162539e+15       3.788186348284e+12       9.268118487948e-35       8.628711991392e+01       2.869597126961e+01       4.385135802907e-08       9.749232318585e+20       2.384292352118e+21       4.149257908201e+16       5.413984902387e-02       7.459098708801e-02 
       1.493922631973e+08       3.386698689033e-14       3.102484010014e-03       4.815272212812e+10       1.461294308046e+04       9.781592881654e-05       2.183060653376e+12       1.791217975141e-03       1.370539352224e+21       8.173288814180e+15       3.709735300554e+12       9.076181360517e-35       8.391413708523e+01       2.790590984090e+01       4.385135802907e-08       9.480964858319e+20       2.318684648348e+21       4.063329286884e+16       5.416801896412e-02       7.455222754256e-02 
       1.483537866455e+08       3.434278251986e-14       3.124201282844e-03       4.748560045052e+10       1.461294305874e+04       9.850064019709e-05       2.167885451413e+12       1.803756420861e-03       1.332826525276e+21       8.004024946967e+15       3.632908926546e+12       8.888219134840e-35       8.160643198091e+01       2.713759463743e+01       4.385135802907e-08       9.220079254106e+20       2.254882250147e+21       3.979180195313e+16       5.419618891625e-02       7.451350851170e-02 
       1.473225288980e+08       3.482526256689e-14       3.146070575895e-03       4.682772129272e+10       1.461294303688e+04       9.919014455560e-05       2.152815737447e+12       1.816382634577e-03       1.296151433802e+21       7.838266432012e+15       3.557673580252e+12       8.704149493110e-35       7.936220863510e+01       2.639042718490e+01       4.385135802907e-08       8.966372381055e+20       2.192835481469e+21       3.896773780505e+16       5.422435888035e-02       7.447482993400e-02 
       1.462984397743e+08       3.531452094006e-14       3.168092953274e-03       4.617895660569e+10       1.461294301485e+04       9.988447544290e-05       2.137850778196e+12       1.829097230647e-03       1.260485522665e+21       7.675940675591e+15       3.483996312451e+12       9.656693704233e-35       9.306709700068e+01       3.095546490352e+01       4.385135802907e-08       8.719646703618e+20       2.132496033190e+21       3.816073952679e+16       5.425252885652e-02       7.443619174815e-02 
       1.452814694429e+08       3.581065286730e-14       3.190269484548e-03       4.553918011444e+10       1.461294299268e+04       1.005836666447e-04       2.122989845475e+12       1.841900827733e-03       1.225801022474e+21       7.516976587354e+15       3.411844856279e+12       9.456709418924e-35       9.050756127014e+01       3.010322574134e+01       4.385135802907e-08       8.479710121789e+20       2.073816925495e+21       3.737045369451e+16       5.428069884484e-02       7.439759389299e-02 
